5,1.9314309,2.0152123,2.225664,2.0735657,-0.012605115,-0.06628412,-0.021483002,0.03399307,-0.01772905,0.000224638,-0.03405078,-0.018806247,-0.027290776,0.028612398,0.003898903,9.72E-09,-0.014503873,-0.007334405,-0.003165071,-0.00027298,-0.003405043,-0.012496681,-0.004874644,-0.012805658,-0.007685069,-0.007331169,-0.018055586,0.018520776,0.006710467,0.013358249,-0.007877424,-0.010843738,-0.00544244,-0.001408456,-0.000776331,0.003941495,-0.001315116,0.001484804,0.003202917,0.000683435,-0.000593908,-0.010410598,0.001128028,-0.004484566,-0.00408149,0.001527242,0.000648638,0.002846558,-0.009541374,-0.00892155,0.000929521,-0.008102819,-0.004009021,0.020312132,0.009596487,-0.002282339,-0.000657589,-0.000988478,-0.001119554,0.000699984,-0.003406549
6,2.4448872,2.5262346,2.5664525,2.5310555,0.04061629,-0.046325304,0.02025512,-0.014792205,0.01487792,-0.005845838,-0.019083997,-0.005657117,-0.012674131,0.003357945,0.010483177,-2.39E-08,-0.001766823,0.020011092,0.004361348,-0.001643579,-0.006776418,-0.02825236,-7.50E-05,-0.003599108,0.001502589,-0.000486018,-0.009364585,0.005306271,0.00058829,0.00161361,-0.003101388,0.000335574,0.003453693,0.003275018,0.002880051,0.004055247,-0.000585467,-2.97E-05,-0.002711259,-0.004067983,-0.002944579,-0.001187839,-0.000152754,-0.00313036,0.002108874,-0.003037491,-8.52E-06,0.001836508,-0.00174782,-0.005561647,-0.000114528,0.004221099,-0.000233328,0.001200541,0.002638321,-0.000335164,0.003660675,2.97E-05,0.000682616,-0.002095662,0.004700062
6,0.40380517,0.43808493,0.41396686,0.43285784,-0.003157245,-0.009539242,0.004679625,-0.00933677,0.001442393,-0.005568037,-0.007402826,0.001760559,0.001909036,-0.000445456,-0.005610459,-5.68E-09,0.001199911,-0.00044997,-0.000809934,-0.000644951,-0.001874863,-0.004274662,-0.002144835,0.000914934,0.003689717,-0.000209989,0.002384803,-0.002324812,-0.000629946,-0.002144829,0.001424879,-0.000678768,0.000466657,2.12E-05,-0.000148477,0.000318173,-0.002439328,-0.000996942,0.000509079,-0.001315111,0.000869672,-0.002736287,-0.000848464,-0.000445438,-0.000636342,0.000296962,-0.00031817,0.003521111,0.00106058,0.001569647,-0.000551498,0.001081785,-0.000424226,-0.000445442,-0.0005515,0.000381805,-0.001272689,-0.00076361,-0.00176055,0.000127274,0.000912097
6,0.16632168,0.18611261,0.1609746,0.131052,0.000104984,-0.003322234,0.01142158,0.005842032,0.001315117,0.002205998,-0.007667961,0.002524162,0.00231205,0.000243932,0.004274115,-1.18E-09,0.001349894,0.000449966,0.00100492,-0.000524956,-0.002759779,-0.002864774,0.000869933,0.001499882,0.001139912,-3.00E-05,-0.001814853,9.00E-05,0.000554956,0.001649867,0.0012299,-0.000212114,8.48E-05,4.24E-05,8.48E-05,8.48E-05,0.00044544,-0.000233327,0.000509076,-0.000890884,0.000212118,-0.002884767,0.002354477,0.000127269,-0.000593922,0.001866614,0.000678768,0.000042424,0.000636344,0.000212115,0.000424231,-0.001484804,-0.000615133,0.001060575,0.000169694,-0.000190901,-0.001357536,0.000848457,0.001612074,-3.21E-11,-0.0005515
4,0.08309485,0.08104002,0.079553634,0.12580243,0.014121367,-0.001408387,-0.005039597,-0.016566174,0.00761917,0.001003306,-0.002702346,0.003913522,-0.00256659,0.001187845,-0.02279176,1.23E-09,0.000569955,0.002933766,-0.001208903,-0.000899928,-0.000929926,0.000419965,0.00088493,0.003839693,-0.000494962,-0.001634868,0.000299975,0.000749939,-0.001754861,0.005339573,0.004529637,0.000360596,0.000699979,0.000564227,0.001887825,-0.001336325,0.001518745,0.000254538,-0.001018152,-0.001115725,-0.001047848,0.000954518,-0.00014848,-0.000254539,0.001421171,0.000212115,0.000721192,0.000318173,0.000212114,-8.48E-05,-0.000996941,0.000254538,0.000339384,0.001633285,-0.00027575,0.000190903,-0.000636345,-0.001781767,-0.00254538,-0.00012727,0.001102999
7,2.0518124,2.0629277,2.0912504,2.1150866,0.02340916,-0.021223396,0.014892405,-0.041974887,0.027218629,0.00698447,-0.024115331,-0.000477248,0.016986089,0.010671524,-0.015647028,-2.66E-08,0.005549587,-0.000983908,-0.011996237,0.027951464,-0.008804285,-0.008416724,0.008423292,-0.010015599,0.002447488,0.006575679,-0.007346128,0.006701151,-0.006923138,-0.004190682,-0.007694346,-0.001433912,0.010147559,-0.002218681,0.000487858,0.00277869,-0.004479445,0.005629965,-0.002184777,0.000237147,0.000165886,-0.008039179,0.001209081,-0.00199768,0.005357616,-0.004199904,-0.006011333,0.001459744,0.001060596,-0.001357548,-0.003283111,-0.008344611,0.001594664,0.0077757,0.000912102,-0.005705922,0.000344059,-0.004127731,-0.002672672,-0.006079213,-0.004276249
7,0.08656557,0.07260168,0.09277507,0.11026367,0.004612131,0.00438715,-0.002992264,0.002242323,0.002789315,0.0018454,0.000371203,-0.00267265,-0.003308996,-0.002916583,-0.00094391,1.29E-09,0.001994839,0.001919848,0.001154909,0.00088493,-0.000359972,0.00064495,0.003479721,-0.003959685,-0.000584952,0.002054836,0.000164987,-0.003389729,-0.002909767,-0.002414807,0.00175486,-0.000254537,-0.000190904,0.000381808,0.001145423,-0.000254538,0.000360596,0.000254538,0.000360596,-8.48E-05,-0.000593923,-2.36E-11,0.000148479,0.00139996,0.000466653,-0.000678768,-0.000339385,0.000403019,-0.002078727,0.001802978,0.00097573,-0.000445442,0.001654497,-0.00212115,0.001569652,-8.48E-05,-0.00097573,0.001209055,-0.001399959,0.001718133,-4.24E-05
6,2.0283573,2.0874732,2.075106,2.147064,0.009018946,-0.01117297,0.014259253,-0.035999402,0.006011717,0.018188616,-0.011746768,-0.02221458,0.002658218,0.010257592,-0.019555552,-1.90E-08,0.002660771,0.000428943,0.018793466,-0.006941775,-0.014599893,-0.000482676,-0.007517104,0.00023097,0.006863404,-0.009950225,0.011896749,-0.006599535,-0.006944423,-0.010445464,0.004304733,0.008030673,0.000169678,0.002681562,-0.007632295,-0.002723985,0.018042076,-0.003864308,-0.006427072,-0.002032493,-0.002536481,-0.000963435,0.004276212,-0.000254578,-0.001976473,-0.003063364,0.000470477,0.005451364,0.006970079,0.004437061,-0.00181952,0.000878599,0.000394538,0.004293205,-0.002214489,-0.002002345,0.000436937,-0.002350642,-0.000262999,-0.002519923,-0.00182841
6,2.1068993,2.1793475,2.1189563,1.9832852,-0.028068626,-0.04428661,0.070757285,0.012449001,0.000273695,-0.008762655,-0.01807212,-0.000638429,0.010781558,0.023286456,0.002566611,1.66E-08,0.007277439,-0.011684017,0.003302479,0.008375327,-0.010793136,-0.001853801,-0.013118253,0.000797623,0.003818365,0.015748708,0.011755782,0.002211136,0.007961382,0.004817608,0.003662689,0.000530277,0.000895169,0.000466647,-0.004348368,0.000703802,0.000912109,0.001115726,0.005748322,0.003805324,-0.000275769,-0.001005421,-0.003542322,0.000109862,-0.000767839,0.002690032,0.000551489,-0.003233044,0.000360604,0.00859067,0.002990827,0.006571754,0.000432724,0.000505262,0.0017309,-0.004047158,0.003945339,-0.000275772,-0.001192087,0.002545386,0.001743602
6,3.2499614,3.4422383,3.5805833,3.5376556,-0.001258391,-0.06651394,0.001792067,0.057046097,0.026119703,-0.032319754,-0.012718429,-0.047284752,-0.000128932,-0.018504875,0.055217884,-4.39E-08,0.008840881,0.01765977,-0.016525932,0.001445867,-0.00214182,-0.001104514,-0.009818549,-0.004059083,0.014548843,0.004761175,-0.003104715,-0.018493505,-0.001196531,0.007256681,-0.009503257,-0.009795466,0.001315121,5.09E-05,0.013486687,0.004890991,-0.008832447,-0.002243748,-0.00215042,-0.003041339,0.006486922,0.000865417,0.001315123,-0.001688813,-0.019374596,2.51E-05,-0.001438199,-0.004136231,0.003584768,0.001467867,0.007657377,0.001238741,0.000623622,-0.002566575,-0.009036088,0.003796885,-0.00464998,0.000738177,0.003271221,-0.006702853,0.002333277
5,0.44313952,0.4529862,0.5046646,0.52860266,-0.011939046,-0.00414716,-0.016513651,-0.000134986,-0.006501325,-0.006416492,0.000562104,-0.004899862,-0.011475423,-0.000890884,-0.007424047,1.29E-09,-0.002579799,-0.002324809,-0.003329724,0.000794931,0.000644939,-6.00E-05,-0.00596952,-0.000809926,0.000359974,-0.006989436,0.003899694,-0.003209739,-0.000404962,-0.001244908,-0.001169896,-0.001272689,-0.00076361,-0.00176055,0.000127274,0.000912097,-0.004136244,0.00146359,0.000296959,0.000763614,6.36E-05,0.000296963,-0.000212117,0.000954522,-0.000996943,0.000254538,-0.001569653,-0.000890888,-0.000551499,-0.001909039,-0.001018166,-0.001357539,8.48E-05,-0.001293896,-0.000318176,-0.00042423,-0.002481753,-0.001230268,-0.000954521,0.000975718,0.000424229
