7,1093.79,1108.8,1089.629,1104.279,1091.967,1092.168,1104.005,1124.109,1155.807,-16.923,-19.624,5.4,55.967,41.98,83.939,65.791,63.696,1.217,1.053,-0.815,55.369,43.662,40.919,61.661,13.923,14.565,51.57,66.991,66.667,62.33,45.282,39.493,14.288,72.222,-55.231,-60.306,1117.173,1179.934,1054.412,0.171,-0.205,-0.496,1.336,-1.707,57.143,-51.514,-0.521,-0.664,-0.688,1211.06,54.356,19.171,15.427,31.381,1082.626,184.67,185.79,1153.866,1030.613,1124.646,1132.544,1140.441,1093.005,1069.262,1045.518,14.559,-33.204,51.511,46.349,1099.506,1084.429,1770.716,1760.491,1763.151
6,1199.5,1207.45,1190.5,1203.9,1199.798,1187.852,1188.811,1195.1,1209.351,-2.512,-6.594,8.164,77.782,68.231,96.885,99.883,103.375,0.539,1.575,1.044,96.612,69.472,67.176,82.384,22.195,15.622,20.904,29.665,75,68.192,55.763,51.48,15.633,23.05,-22.825,-30.12,1191.939,1219.567,1164.311,0.149,0.087,-0.054,1.288,0.676,64.286,-4.621,0.013,-0.193,-0.388,1604.797,1347.109,16.95,16.963,13.814,1158.014,87.046,26.285,1253.215,1119.704,1244.333,1256.326,1268.318,1188.624,1144.908,1101.191,15.31,-10.273,53.164,51.514,1207.793,1191.803,1075.329,1069.377,1062.994
7,1397.55,1410.279,1395.64,1401.409,1401.01,1394.721,1399.092,1421.549,1477.391,-15.956,-21.288,10.664,62.668,61.646,64.712,80.024,82.566,0.159,0.749,-0.63,75.946,87.677,83.367,68.459,8.425,10.337,41.93,57.168,50,52.693,47.365,43.414,24.318,57.722,-57.734,-82.097,1414.203,1485.537,1342.869,0.198,-0.037,-0.232,0.612,0.143,50,-6.149,-0.519,-0.494,-0.389,668.835,651.56,14.639,32.048,35.667,1427.959,91.911,-59.605,1477.447,1313.091,1450.146,1469.493,1488.84,1383.095,1335.393,1287.69,8.519,-30.389,44.614,46.639,1413.227,1388.793,1940.841,1952.49,1956.793
6,372.5,376.3,371.4,374,371.56,365.405,359.193,352.235,341.962,8.256,6.924,2.665,73.029,77.309,64.471,191.631,197.915,0.818,2.823,5.076,234.123,203.267,185.485,177.118,39.569,4.843,65.563,56.694,58.333,74.643,76.304,75.045,32.401,21.739,20.647,17.53,354.523,377.63,331.417,0.47,0.58,0.568,5.62,4.928,57.143,59.673,0.763,0.802,0.766,859.5,896.82,4.9,6.342,11.553,370.082,105.167,-36.108,386.854,343.68,396.75,407.85,418.95,362.8,339.95,317.1,19.9,13.709,55.408,59.085,375.464,367.656,11.305,13.885,10.199
6,384.5,384.7,382.9,383.35,384.49,386.825,387.922,390.012,388.077,-1.566,-0.864,-1.404,23.077,27.612,14.006,65.957,69.954,-0.441,-1.052,-1.381,57.118,79.394,96.024,128.569,13.723,23.777,29.426,22.471,25,17.321,29.364,40.352,82.791,88.855,-2.834,-0.78,389.196,395.707,382.686,-0.372,-0.33,-0.336,-1.389,-0.757,21.429,-29.447,-0.641,-0.567,-0.4,-347.501,-298.732,1.8,2.629,3.255,391.824,-120.562,-16.892,407.757,366.458,385.8,394.4,403,375.05,372.9,370.75,-5.4,-2.265,44.673,43.222,385.827,383.152,68.657,68.427,69.862
6,324.55,326.15,320,321.15,324.81,323.515,317.575,314.943,307.139,4.744,4.611,0.266,56.246,72.599,23.539,151.852,156.882,-1.131,-0.385,1.485,163.108,203.764,180.785,147.393,35.592,6.231,82.223,67.999,58.333,45.814,57.692,61.122,42.958,37.967,13.839,11.386,315.804,329.479,302.129,0.678,0.766,0.739,1.791,4.644,57.143,57.833,0.673,0.672,0.663,-236.502,238.887,6.15,4.586,6.837,320.281,23.623,-89.388,342.384,305.225,330.967,338.833,346.7,314.567,306.033,297.5,5.65,9.573,45.554,52.741,327.174,322.446,-105.671,-99.761,-98.776
6,838.6,847.45,833.8,845.55,843.88,842.11,812.573,797.653,790.368,19.691,16.9,5.582,60.147,68.405,43.631,138.534,138.497,-0.224,1.426,4.056,161.724,169.43,137.099,112.579,32.188,13.099,39.386,27.918,66.667,60.564,61.043,56.622,25.32,22.97,65.534,34.19,806.913,880.648,733.178,0.624,0.469,0.345,9.57,10.126,64.286,43.675,0.49,0.625,0.569,344,1459.056,13.65,25.875,36.867,800.571,48.617,15.019,895.041,786.6,922.733,961.667,1000.6,803.333,722.867,642.4,73.85,41.888,56.678,57.625,856.286,831.474,498.327,490.827,489.732
7,957.3,969,953,969,951.96,938.43,922.768,916.965,877.069,18.255,15.216,6.079,89.972,82.822,104.272,129.358,127.843,1.923,3.851,4.949,155.815,128.587,123.654,170.612,30.442,13.819,35.559,27.782,66.667,83.307,73.354,67.614,0,0,45.897,40.938,922.283,962.706,881.859,0.295,0.275,0.232,6.989,4.793,57.143,45.108,0.36,0.423,0.317,3057.001,2345.172,16,17.704,20.212,905.429,130.663,203.671,990.901,878.622,1031.233,1036.567,1041.9,958.333,890.767,823.2,63.3,26.668,70.911,67.004,962.438,941.482,809.328,786.928,765.203
6,1158.9,1163.94,1150.2,1154.359,1155.897,1171.629,1188.904,1206.003,1221.025,-20.674,-17.128,-7.092,11.822,14.088,7.289,97.458,94.219,-0.295,-1.999,-3.397,56.206,53.332,58.37,92.243,10.075,26.706,47.775,40.504,33.333,17.234,23.75,35.109,90.503,94.305,-56.48,-38.492,1198.225,1251.69,1144.759,-0.705,-0.63,-0.578,-4.437,-3.829,35.714,-65.204,-0.5,-0.521,-0.452,-1726.953,-2257.857,13.74,16.32,26.733,1205.021,-83.304,-13.655,1242.787,1108.657,1165.193,1232.176,1299.16,1089.183,1080.156,1071.13,-53.591,-34.743,28.319,28.994,1164.861,1146.934,1776.93,1786.551,1805.37
6,1424.8,1432.679,1404.709,1412.5,1402.212,1433.025,1507.396,1538.458,1577.76,-53.11,-42.561,-21.098,31.922,27.613,40.539,64.012,66.156,1.145,-3.073,-7.291,50.686,46.859,78.42,88.391,10.28,43.541,74.051,64.455,58.333,36.885,32.575,32.712,66.124,69.13,-126.893,-73.434,1530.04,1712.966,1347.115,-0.415,-0.498,-0.581,-10.641,-11.431,57.143,-49.195,-0.472,-0.545,-0.282,-2052.466,-5627.932,27.97,47.039,91.463,1463.541,-48.395,6.162,1544.818,1343.43,1511.889,1685.638,1859.388,1242.88,1147.62,1052.361,-168.2,-97.928,39.705,35.474,1438.029,1366.394,1953.363,1949.735,1985.077
5,1276.759,1284.75,1270.459,1272.4,1268.613,1259.151,1266.39,1275.997,1287.086,-5.958,-9.283,6.648,77,65.075,100.851,94.904,89.961,0.499,1.211,0.072,91.671,70.986,72.853,82.307,24.372,15.309,29.293,35.009,58.333,64.299,52.311,47.325,27.872,53.261,-26.541,-30.722,1273.262,1313.933,1232.59,0.367,-0.053,-0.332,1.347,-0.756,50,-34.006,-0.394,-0.636,-0.708,1324.939,1062.131,14.291,11.035,20.336,1241.935,152.698,-21.498,1326.602,1190.27,1311.299,1320.18,1329.06,1266.989,1231.56,1196.13,16.91,-17.453,55.589,53.239,1274.655,1262.572,1925.759,1926.315,1918.483
6,377.75,379.4,377.4,377.7,379.24,382.36,383.788,384.293,384.724,-1.716,-0.786,-1.859,19.865,26.29,7.015,62.513,71.933,-0.579,-1.312,-1.618,70.325,79.796,93.627,103.181,15.196,37.255,32.147,24.694,50,18.817,30.639,40.664,81.69,81.69,-2.461,-0.711,384.127,389.844,378.41,-0.335,-0.292,-0.159,-1.985,-1.354,42.857,-30.751,-0.461,-0.154,-0.077,-466,-399.926,2,2.914,2.859,388.248,-122.562,-1.805,403.263,362.054,381.233,392.367,403.5,367.033,363.967,360.9,-7.65,-2.387,40.673,43.673,381.106,377.374,61.747,62.427,64.417
8,387.4,393,386.45,392.65,385.95,380.785,374.84,374.762,365.477,5.201,3.518,3.365,88.057,84.647,94.877,120.069,107.248,2.075,3.648,4.786,122.271,99.729,105.583,144.177,38.859,2.582,59.075,34.824,58.333,83.906,74.707,68.622,1.301,1.065,10.609,7.324,374.296,388.253,360.339,0.686,0.651,0.551,5.836,4.323,50,47.571,0.301,-0.163,-0.358,1186.499,877.401,6.55,5.257,6.978,371.322,155.778,101.426,401.719,357.898,415.3,417.6,419.9,388.4,363.8,339.2,21.65,7.581,63.811,63.653,389.136,382.764,36.525,31.525,27.305
6,555.25,556,551,553.5,549.22,549.635,557.052,556.052,534.967,1.538,3.477,-3.879,46.792,38.665,63.047,93.492,87.676,0.84,0.421,-0.637,92.888,105.298,144.893,165.097,17.284,25.71,23.134,15.401,58.333,52.489,51.436,54.45,52.618,52.618,9.839,19.369,556.417,575.364,537.471,-0.318,-0.303,-0.282,-2.415,-3.253,50,-11.553,0.32,0.153,0.251,386.499,-106.09,5,11.571,9.473,560.746,-4.78,11.176,582.424,515.926,572.5,592.5,612.5,533.5,514.5,495.5,-13.7,-1.53,55.635,50.662,555.551,542.889,286.778,280.638,276.743
7,1183.909,1184.309,1181.809,1183.859,1188.122,1183.178,1195.095,1196.161,1198.441,-3.921,-3.2,-1.442,34.825,30.909,42.657,108.819,115.404,-0.172,-0.083,-1.111,98.953,96.267,112.321,100.46,17.38,20.179,13.712,17.622,50,46.246,46.689,47.007,75.066,56.784,-7.469,-4.07,1195.696,1230.457,1160.936,-0.367,-0.361,-0.328,-0.822,-2.339,50,-25.41,-0.051,-0.276,-0.289,68.127,-98.832,2.5,19.72,17.38,1167.175,-47.094,-59.015,1253.547,1118.896,1196.142,1226.417,1256.691,1153.051,1140.235,1127.418,-9.811,-11.402,39.841,36.441,1196.172,1180.071,1839.819,1848.616,1853.947
