5,-2.0232165,-0.4028552,-0.20810245,-0.18929096,-0.06156144,-0.11002668,-0.16544047,0.14497644,-0.198571,-0.014982529,-0.044636752,-0.086652644,-0.037960835,0.006745609,-0.10211533,-0.044806443,-0.039487883,3.2491055,3.2773867,0.041171525,4.87964E-08,-0.008678308,-0.00336642,1.01278E-08,-0.008057158,0.002072782,0.000680657,-0.014374852,0.003890408,-0.003970342,-0.001400013,0.000805996,0.004492601,0.01317616,0.000470904,0.001145396,0.002155079,0.001594679,0.006486472
7,0.9944231,0.001455143,0.93226355,0.10532641,-0.040649395,-0.030286431,0.009731105,-0.006144052,0.056369584,0.11296483,0.06558702,-0.118486054,0.02787705,0.196906,-0.045081526,0.050905317,0.101148345,0.1684365,0.16366689,-0.009509231,2.5607E-09,-0.005854376,0.000445446,1.47704E-09,-0.002429803,-0.000569955,-0.001184905,0.001004922,0.001169906,-0.001824189,-0.001102997,0.000763615,-0.001824192,0.000318173,0.000509076,0.001760555,-0.000806037,0.001336327,0.000912095
5,-1.3301454,0.71210176,-0.34898087,0.12944914,-0.45079052,0.23351678,-0.091080606,-0.1145993,-0.014056537,0.14174628,-0.065496676,0.09257464,-0.08821735,0.054786142,-0.011016607,0.084096506,-0.051990077,2.3729324,2.5045397,-0.015559926,-2.516E-08,0.023119897,-0.027413936,-1.25182E-08,0.010141925,0.007802366,-0.016504979,-0.0115491,-0.010586485,0.001726624,0.009307159,0.004543515,-0.002036273,0.001174671,-0.001836942,-0.007572511,-0.002609024,-0.001136939,-0.008022604
6,-0.40301982,0.73330086,0.72944164,0.3139801,0.1138445,0.05789142,0.07305231,0.04431568,0.23378101,-0.10290705,-0.17297764,-0.11001296,0.13454533,0.011865341,-0.003093333,-0.102461845,0.009185532,1.4809214,1.5245378,-0.057730418,-2.2456E-10,-0.019461583,-0.019694904,2.38563E-08,-0.007709384,-0.012913949,-0.012119019,-0.000314966,0.00044997,-0.002163586,-0.001442378,-0.011751179,0.000233311,-0.006914953,-0.001484798,-0.006787682,0.006172527,0.000806048,-0.005005897
6,0.20072442,-0.38037056,0.000894692,-0.042321745,-0.020477245,0.14570928,-0.20119391,0.08242925,-0.05294872,-0.03706318,0.14996956,-0.043030355,-0.005161969,-0.08201382,-0.006364451,-0.037397195,0.08271198,1.0054595,0.98224133,-0.00349476,-1.26847E-08,0.002895412,0.001919631,-2.91729E-09,0.007769393,-0.001694847,-0.00052495,0.00215983,0.003419734,0.002205985,0.00063634,0.000678758,-0.002948391,0.001590879,0.000933317,0.001612068,0.000254532,0.001824185,0.000212118
6,0.4053684,1.1480579,-0.28078577,-0.46370646,0.50546753,0.40947315,0.16953,0.02843388,0.059348077,0.08678873,0.011533683,0.05304075,-0.18496162,0.072660774,-0.035218664,0.070902795,-0.013794674,0.62532246,0.6539177,0.017706074,-6.17061E-09,0.009587583,-0.004358953,-3.55018E-09,-0.010259171,0.009479233,0.005369572,-0.004364636,-0.0099142,-0.001909045,-0.004454414,0.004411996,0.00076362,0.000339386,-0.003945334,0.00031818,-0.004072606,2.12127E-05,-0.000890876
5,-2.4420357,0.7384151,0.10552326,-0.3200062,0.44374126,-0.005936908,-0.038300566,-0.21019019,-0.074390836,-0.0356538,-0.09146936,0.0634486,0.07786627,-0.007507268,0.03231222,0.00660705,-0.032868378,3.5728202,3.6350672,0.009669993,-2.88438E-08,0.000803826,0.005535718,-2.35945E-08,-0.005036659,0.005879472,0.010166135,-0.001784836,-0.019627465,-0.002163565,-0.002082966,0.010563333,-0.009417941,-0.001195889,0.000258338,-0.003126559,-0.000644846,-0.007275582,-0.00240961
6,1.2148986,-1.08634,0.46231133,-0.2624598,0.13380429,0.060755715,-0.03860044,0.010094158,-0.05212371,0.014034735,-0.009396127,-0.0533617,-0.09922567,-0.056438096,0.080538854,0.08690289,0.03103213,0.045656346,0.03398728,0.000194984,-6.68881E-10,-0.003001429,0.003977156,6.16695E-11,0.00037497,-0.000209983,0.00049496,0.001649868,0.001604871,-0.000296961,0.000190904,-0.000424231,0.000551499,-0.00042423,0.001293903,0.001506017,2.12118E-05,0.0005515,0.000869672
6,1.0927144,-0.45915037,-0.43493396,0.24482705,0.052836463,-0.12663895,-0.15634142,0.10518453,-0.19105563,-0.10595849,-0.093834445,0.05438412,0.015932055,0.046387423,-0.07713924,0.054682046,0.019846518,0.10608651,0.101781845,0.007694386,4.51998E-11,0.000190906,0.002333266,1.37049E-09,0.000389969,0.000299977,0.001709863,-0.000929925,-0.001184904,-0.00182419,0.000424231,-0.000212115,0.000806037,0.001993881,0.000127268,0.000466653,0.000254539,-0.000912094,0.001612076
6,-1.3178422,-0.41251215,0.3568053,-0.3429856,0.24539767,0.034447785,0.076952904,-0.1124271,0.05816716,-0.048942734,0.13301136,-0.085940965,-0.037900798,-0.073067896,-0.046854198,-0.010742007,0.060227077,2.5756483,2.5354135,0.001918343,4.44514E-08,0.004275646,0.014112728,2.21792E-08,0.000615251,-0.003902644,0.009323238,-0.004562342,0.00403409,-0.001021931,0.001909041,0.001018138,-0.003041735,0.002494464,0.010919645,-0.008615664,0.00263023,0.001832682,-0.001404213
6,0.6162739,1.1231064,-0.042075712,-0.4876933,0.22191283,0.020164397,0.040456843,0.2631966,-0.0668191,-0.094014585,0.103439644,-0.008105831,-0.047114693,0.000407268,0.069253,-0.001128987,0.010019962,0.41848895,0.44018474,-0.005602048,6.41099E-09,-0.004348354,-0.003446864,6.7651E-10,-0.003404727,-0.000734948,-0.000614952,-0.002639795,1.37422E-08,-0.000127271,-0.000148485,-0.002290839,2.12138E-05,-0.000615134,0.001230264,-0.002460537,-0.000466649,-0.000275753,-0.001590858
6,0.072703496,0.9839507,-0.1596846,-0.31383556,-0.09164058,-0.007183787,0.20016839,0.11751472,0.007013306,-0.100992836,-0.025194818,0.07982535,-0.077378884,0.12560248,-0.075355425,-0.05025639,-0.04513886,0.9823314,1.0167385,-0.012209067,2.61987E-08,-0.010266357,-0.002248433,1.13174E-08,-0.004769605,-0.001919845,-0.001499897,-0.002879774,-0.002849775,-0.001718133,-0.000487867,-0.001357542,0.001018153,-0.000212121,0.001399958,0.000890878,-0.003521117,0.000509073,-0.001484811
