5,-1.1484743,0.8572435,-0.44175565,0.73778796,-0.21249808,-0.4366938,-0.19021332,0.017320592,0.31241077,0.12872684,-0.15091783,0.027660761,0.120824285,0.028673291,0.08503062,0.014378976,0.04286966,-0.07418424,-0.15043375,-0.12221968,0.017195312,0.04968934,0.060120538,0.032915633,-0.025987145,-0.041566987,-0.034777824,-0.01386584,0.008616171,-0.07768087,0.025961865,0.008788897,-0.01928263,0.03831821,-0.036772624,-0.018658526,-0.001666357,0.051031724,0.04290518,0.018523682,0.006179621,0.000509503,-0.033889536,0.000286671,-0.015070587,-0.02062854,-0.047301408,-0.028925579,-0.01358173,0.020509668
6,-2.1317792,0.02714806,-0.5430283,0.0657982,0.22767246,0.24132314,-0.27378255,0.07747317,-0.2821142,-0.113193564,-0.052753005,0.12807798,-0.049965534,0.11795628,0.037803844,0.092452675,0.04973684,0.009046696,0.027720436,-0.04182095,0.06778116,-0.04459071,-0.06816635,-0.12502019,0.08428099,0.021876216,-0.029957153,-0.013615616,-0.021588966,-0.005659505,0.008705966,-0.020047769,-0.028867085,-0.02050332,0.058743324,0.018043514,-0.012294207,0.00053352,0.013512732,-0.015815297,-0.010389041,0.012333721,-0.004218026,-0.006785396,0.002731249,-0.013457656,-0.020447124,0.000200697,0.010700333,-0.012544341
6,1.0167542,-1.0992267,0.19663504,-0.77687067,-0.080472976,-0.08094043,0.012711907,0.057289235,0.2745986,0.08925677,0.19902894,0.055507928,0.18827133,-0.038693905,0.15190993,-0.09088207,0.11271742,-0.014413482,-0.029341564,0.061752614,0.04811228,-0.019403059,-0.074470446,0.023151908,0.041976392,0.033420738,0.009556459,0.008098131,-0.053323146,-0.020006903,0.045038145,-0.009931643,0.028919104,-0.019320346,0.024166225,-0.033684444,-0.01120589,0.022903858,0.005780782,0.001968501,-0.007718433,-0.011036047,0.001642358,0.011022224,-0.005827226,0.010826702,0.001027325,0.006549761,0.000909108,-0.005239919
6,1.5736482,0.9666604,-0.73902726,0.20955285,0.040026743,-0.11223029,0.112094045,-0.012170753,-0.089325495,-0.16488509,0.091410816,-0.0315038,-0.104397304,-0.031892512,0.047748305,0.021799482,0.03195078,-0.005046897,0.037691787,-0.088647,0.029381756,-0.059126668,0.038595922,-0.11013916,0.016259268,-0.020684222,-0.003387896,0.006990045,-0.047173485,0.011118012,0.04953168,-0.000293157,0.008116019,-0.036947526,0.006843626,-0.002712066,-0.01396709,0.000270788,0.017178787,-0.036571022,-0.002136925,-0.008419497,0.01741763,0.00578551,6.92E-05,-1.85E-05,-0.000390138,-0.005387031,0.007105245,-0.000203233
4,1.496735,-0.6047779,0.70642483,-0.2759617,0.16953874,-0.19466597,-0.06760773,-0.21234417,-0.043766767,0.006549944,-0.26289776,-0.046125032,-0.100056835,-0.009647606,0.05308295,0.017308889,0.040105626,-0.11310971,0.08056411,0.031163558,0.000103626,0.02255005,-0.004299175,-0.08428399,0.0412166,0.032174826,0.09850018,-0.070389256,0.038167622,-0.069381624,-0.025246786,-0.007625321,-0.03053899,0.0535426,0.032982796,-0.02001121,-0.04755552,0.08885006,0.030345114,-0.051557075,-0.048884034,-0.011309373,-0.04014784,0.005145303,0.005552537,0.012170157,-0.00964055,-0.007199389,0.014590411,-0.002241008
7,-1.3370191,-1.4639775,-0.46830878,0.047195323,-0.32885426,0.095539756,0.054843616,0.001961538,0.24460559,-0.07732469,-0.041715253,0.005927184,0.009878571,0.024484402,0.033850506,-0.08724878,-0.07872536,-0.06063953,-0.11613454,-0.03323556,0.01691166,-0.070460685,0.038292922,0.022230607,-0.10792242,0.033184707,0.027675144,-0.012905883,-0.004380876,-0.036727954,0.005243201,0.01630333,0.003388505,-0.030957142,0.0272266,-0.03528811,0.013495678,-0.015105294,-0.014199996,-0.009639483,0.0176984,0.017115677,0.009030572,-0.021316182,0.04338356,-0.017192079,0.003796598,-0.004836631,-0.001476808,-0.012517124
7,1.5470599,0.099407725,0.8632108,0.06762509,0.19048582,0.01379583,0.08634037,-0.16718112,-0.047524206,-0.01629709,-0.12122315,-0.055998877,0.0925051,-0.031088643,-0.11827904,-0.13603471,-0.006645984,0.04033552,0.060819298,0.0240384,0.025379017,-0.019615192,0.05076757,-0.04143735,-0.027102854,-0.026762443,0.031067794,0.01931876,-0.034169547,0.008704003,0.033283357,0.01972264,0.0084315,0.029189926,0.016202832,0.059440877,0.03136809,-0.013461213,-0.006961312,-0.019458298,0.000323544,0.027225558,-0.00474367,-0.008615119,-0.004596761,0.009370053,-0.022661136,-0.004615109,-0.004723559,-0.015914708
6,-1.3382585,-1.1417906,0.31641534,-0.3480435,-0.24892183,-0.23549125,0.1165164,0.019735321,0.08306587,-0.08874101,-0.10222496,0.047798604,0.11546581,0.01708074,0.10062764,-0.06324215,-0.062366866,-0.15150802,-0.06392406,-0.023915887,-0.05536089,-0.11597857,-0.003369063,-0.016147409,-0.06304199,0.018730018,0.008180734,0.007760382,-0.029161224,-0.022270637,0.043900654,-0.012960921,0.006945077,0.030759634,-0.012799921,-0.013676956,0.003490639,-0.014554688,-0.003735721,0.020155225,0.00590742,-0.002920935,-0.002426798,-0.001405105,0.022532657,0.000869513,0.012898262,-0.026346352,-0.012640467,0.000637531
6,-1.365985,1.4448826,-0.8797724,-0.021471014,0.6495185,-0.08970101,0.13993487,0.24110964,-0.11744338,0.10583385,-0.09622096,-0.1068338,-0.03710787,0.05252909,-0.15145458,0.11584067,0.13454473,-0.019738887,-0.026809439,-0.043710385,0.002722107,-0.022235718,0.023082621,-0.032629695,-0.022333771,0.07157282,0.009447946,-0.08435827,-0.032741796,-0.016322717,0.024560785,-0.016941836,-0.046321385,-0.022247206,0.002483997,-0.020992152,0.06825994,0.004714807,0.027990758,0.004521187,-0.000874099,-0.014647985,-0.008623778,0.017933827,-0.007837275,0.015953548,-0.000435228,0.003622205,0.000759692,0.000286274
6,-3.236007,0.9075458,0.053058177,0.6765541,-0.4425298,-0.063160725,0.024855867,-0.03265031,-0.002606328,-0.012240973,-0.039558224,0.10180101,0.115916796,0.084124915,0.13917965,0.021024406,-0.110350974,0.033263415,0.09552199,0.045421638,0.063404605,-0.068849996,-0.005869478,-0.07892567,0.018951416,-0.02993982,-0.04431603,0.0013991,-0.062372424,-0.051276673,-0.030376168,-0.030486815,0.052627966,-0.009481086,0.034306716,0.093031324,-0.029578561,-0.05911634,0.006229783,-0.005823225,-0.03610513,0.005372361,0.00412352,-0.014236723,0.012358438,0.010885873,-0.003721203,0.018147606,0.016374525,-0.02486509
