10,384.3,385.5,383.4,384.35,383.9,384.68,384.362,385.992,388.65,386.296,384.533,44.91,47.695,39.341,-1.001,-1.144,0.286,0.059,-0.068,-0.195,-0.102,76.079,86.045,71.435,78.412,19.816,11.674,13.776,25.877,48.156,44.336,45.161,49.541,73.488,-3.887,-4.612,385.533,390.425,380.64,82.944,83.236,41.667,0.232,0.132,0.078,-1.75,-0.975,386.109,386.895,0.117,0.154,47.695,48.856,94.027,0.017,-0.04,-1305.237,-1303.904,384.68,390.528,378.832,-1.026,98.867,6.205,405.179,364.425,386.833,389.467,392.1,381.783,379.367,376.95,-0.68,-0.567,-0.498,0.45,-1.477,2.1,2.325,0,0,44.385,46.707,-0.002,-32.999,-37.261,385.108,382.692,67.661,67.701,68.621,0.997,1.036
10,384.75,386.25,383.8,384.45,384.14,384.125,383.943,385.145,385.915,386.26,384.338,57.791,56.299,60.776,-0.459,-0.624,0.33,0.08,0.109,0.016,110.168,81.019,95.29,87.984,90.498,20.804,15.909,15.011,32.948,53.533,49.658,48.273,39.516,64.953,-1.962,-2.45,384.748,388.486,381.01,79.487,77.151,58.333,0.312,0.173,0.007,1.1,0.217,384.868,385.326,0.091,0.278,56.299,52.264,87.639,0.317,-0.047,-1994.121,-1992.273,384.125,387.591,380.659,-0.429,99.519,-0.822,404.47,363.978,388.967,391.033,393.1,382.767,378.633,374.5,-0.195,-0.148,0.023,0.35,-0.808,2.45,2.043,0,0,47.025,48.843,0,32.501,20.389,385.292,382.988,63.291,63.521,63.991,1.201,1.203
11,1374.1,1384.85,1373.35,1383.1,1369.598,1363.173,1349.699,1356.167,1372.666,1351.074,1272.281,87.975,83.719,96.487,2.545,-2.687,10.464,1.082,1.694,2.33,141.432,102.647,89.273,76.971,78.649,22.045,4.152,31.42,36.009,78.249,63.461,55.44,2.825,11.439,-6.216,-22.734,1352.842,1386.657,1319.026,101.809,109.051,66.667,0.66,0.53,0.34,20.45,16.483,1354.909,1357.269,3.236,2.674,83.719,71.903,100,0.792,-0.003,-28240.018,-28479.518,1363.173,1368.119,1358.227,0.158,98.542,122.163,1437.525,1287.146,1436.076,1440.493,1444.91,1376.016,1320.373,1264.73,0.222,-0.039,-0.253,43.35,5.479,11.5,16.482,-0.004,0,59.425,57.552,0.025,1992.7,1480.351,1377.009,1362.187,1366.149,1353.767,1348.364,1.273,1.282
9,374.8,376.6,373.5,375.35,378.92,380.255,379.85,379.688,382.84,384.659,383.644,23.42,39.032,-7.806,-0.861,-0.453,-0.816,-1.091,-1.329,-1.037,-221.674,74.93,95.674,86.037,74.424,22.77,29.294,45.329,52.991,27.606,34.415,38.42,85.659,85.659,-1.303,-1.684,379.183,384.288,374.078,93.906,88.385,50,-0.235,0.026,0.273,-8.25,-1.825,380.444,380.434,-1.638,-0.013,39.032,55.366,15.306,-0.613,-0.013,-1658.139,-1497.546,380.255,801.972,-41.462,0.22,99.274,-34.781,401.252,360.406,376.8,388.05,399.3,363.9,362.25,360.6,0.332,0.263,0.06,-6.25,-0.289,3.1,2.682,-0.002,0,35.922,42.228,-0.012,-490.5,-254.729,380.561,377.279,56.351,61.111,63.396,1.049,1.01
11,937.55,954.9,936.65,949.1,936.98,926.255,929.17,932.353,932.745,926.239,871.89,76.86,62.344,105.892,-0.131,-2.968,5.675,1.6,2.439,2.102,150.446,103.961,73.637,79.212,107.253,22.463,12.313,13.381,17.047,74.878,61.491,55.306,11.577,22.144,-12.926,-11.307,929.665,948.846,910.485,114.034,110.758,50,0.18,-0.015,-0.193,37,15.292,932.151,935.498,2.202,-0.068,62.344,45.547,100,0.591,-0.124,-26698.502,-26995.707,926.255,933.665,918.845,0.93,99.058,236.876,978.311,872,988.967,996.983,1005,938.867,896.783,854.7,0.044,-0.266,-0.349,20.45,-5.256,19.1,13.864,0,0,65.453,56.658,0.027,2284.497,1118.818,943.872,930.088,615.94,605.67,590.535,0.978,0.994
11,376.5,379.8,374.8,378.9,377.07,377.7,379.285,380.23,384.019,376.916,373.188,46.44,40.874,57.572,-1.607,-1.622,0.029,0.462,0.324,-0.249,1.322,80.239,89.91,81.884,85.129,11.085,31.46,36.587,24.364,56.406,48.431,47.768,42.857,65.681,-5.679,-5.47,380.323,386.786,373.86,78.521,76.009,33.333,0.042,-0.067,-0.048,0.65,-1.033,380.958,382.031,-0.276,-1.266,40.874,37.836,100,0.267,-0.013,-974.759,-993.255,377.7,380.811,374.589,0.271,98.527,39.011,398.291,356.493,382.567,386.883,391.2,373.517,368.783,364.05,-0.502,-0.346,-0.256,-1.05,-3.392,5,4.221,-0.001,0,57.562,54.024,0.007,119.998,-60.19,379.128,375.012,61.771,58.32,56.775,1.119,1.175
12,1701.35,1741.3,1689.01,1735.8,1703.398,1684.539,1656.868,1641.021,1615.206,1617.76,1652.679,89.157,87.443,92.585,26.583,20.674,11.819,2.031,3.191,5.213,170.018,220.088,158.012,160.494,127.426,47.752,4.25,75.514,64.314,90.26,82.336,71.415,4.478,3.515,63.619,50.399,1646.474,1723.598,1569.349,203.614,206.807,75,0.798,0.758,0.704,80.81,38.238,1634.486,1621.435,4.956,4.763,87.443,83.56,100,0.846,0.336,-40990.168,-41732.023,1684.539,1692.573,1676.505,1.676,103.506,754.222,1776.547,1587.573,1797.714,1816.977,1836.24,1702.773,1627.097,1551.42,0.735,0.567,0.511,81.97,48.934,52.29,20.303,0.003,-0.001,71.86,64.339,0.042,5126.099,3046.004,1715.356,1691.44,2312.777,2279.553,2259.055,1.126,1.046
11,331,335.25,330.1,332.9,327.55,324.825,321.56,320.987,319.281,316.315,309.731,80.394,74.208,92.768,2.862,1.667,2.391,1.714,2.834,3.592,172.928,152.024,126.127,124.404,108.155,41.066,9.082,56.387,41.705,83.332,74.16,64.93,11.99,11.99,6.075,2.46,321.356,329.753,312.959,123.292,112.167,75,0.474,0.235,0.116,8.55,7.133,319.656,318.792,4.999,2.893,74.208,61.798,100,0.712,-0.003,-10310.82,-10422.564,324.825,331.426,318.224,2.26,101.245,45.845,342.473,305.853,349.75,352.25,354.75,330.25,313.25,296.25,0.414,0.286,0.27,15.85,4.354,5.15,3.618,0,-0.001,66.172,65.44,0.046,807.498,544.611,329.923,325.177,-78.608,-82.668,-85.643,1.09,1.057
10,351.55,354,351.55,353,349.17,345.735,345.547,348.097,357.133,368.632,378.53,84.469,74.812,103.784,-1.364,-3.192,3.658,1.347,2.319,1.812,176.782,92.201,65.521,50.862,46.088,30.454,13.002,28.331,33.13,78.24,61.48,49.652,8.174,20.706,-9.043,-13.176,347.202,356.836,337.568,90.992,90.407,50,0.701,0.472,0.229,8.5,6.617,348.288,350.438,2.975,1.112,74.812,54.01,100,0.934,-0.19,-4173.489,-4288.526,345.735,354.949,336.521,-1.105,96.701,23.589,365.043,326.059,369.55,371.2,372.85,351.2,334.5,317.8,-0.293,-0.516,-0.599,10.2,-3.631,2.45,4.093,-0.003,-0.001,57.878,54.415,0.038,726.501,489.184,351.372,346.968,52.162,50.702,49.307,0.717,0.739
10,1141.39,1152.85,1136.15,1145.2,1130.022,1116.371,1085.707,1076.135,1036.654,988.68,947.286,91.577,90.487,93.757,26.815,21.978,9.675,1.529,3.01,5.931,132.807,178.587,180.519,171.877,149.897,46.961,0.593,77.938,58.997,83.093,77.474,72.283,6.516,6.071,67.564,50.64,1079.195,1148.384,1010.005,140.06,131.836,83.333,0.926,0.824,0.671,39.35,32.422,1065.318,1052.844,8.068,8.146,90.487,82.288,100,0.932,0.403,-23367.787,-23753.498,1116.371,1120.268,1112.474,3.005,106.191,49.481,1177.519,1050.151,1233.617,1241.733,1249.85,1136.617,1047.733,958.85,0.663,0.482,0.474,85.5,49.826,16.7,17.478,0.004,0.001,70.68,68.102,0.048,2882.898,2842.11,1139.05,1120.994,829.37,807.908,793.986,1.341,1.324
10,1651.96,1653.25,1631.12,1635.47,1654.946,1649.543,1650.613,1653.058,1681.285,1672.87,1673.61,55.364,61.939,42.212,-4.299,-5.719,2.841,-1.194,-0.78,-0.866,-70.437,74.84,99.552,87.781,73.146,12.965,30.515,17.111,17.13,29.683,40.018,44.144,74.854,72.642,-22.066,-29.741,1650.654,1680.033,1621.275,62.122,64.67,50,-0.079,-0.025,0.064,-8.74,13.8,1654.711,1657.822,-0.833,-0.208,61.939,54.717,0,0,0.002,-39074.594,-38534.805,1649.543,1654.468,1644.618,-0.063,98.355,-500.282,1739.534,1557.283,1656.493,1687.947,1719.4,1608.493,1591.947,1575.4,-0.104,-0.078,-0.141,-13.73,-7.905,22.13,18.021,-0.001,-0.001,58.413,61.017,-0.004,-1407.3,67.615,1664.436,1645.456,2169.978,2181.912,2167.014,1.126,1.145
10,348.7,349.8,347.7,348.3,348.57,348.7,345.763,343.477,347.042,347.042,347.042,45.166,53.573,28.351,1.486,1.187,0.598,-0.084,-0.055,1.029,38.659,156.108,150.755,104.745,67.189,25.485,8.765,56.672,53.29,54.705,56.285,53.939,34.965,28.09,2.213,0.094,344.456,352.807,336.105,161.705,152.653,41.667,0.545,0.505,0.511,-0.95,0.2,344.231,343.146,0.534,1.824,53.573,62.944,24.773,0.14,0.217,-38.548,-23.083,348.7,352.616,344.784,-0.294,100.201,1.4,368.182,329.588,351.95,356.65,361.35,343.9,340.55,337.2,0.477,0.519,0.408,1.85,4.053,2.1,4.05,-0.001,0.032,53.21,53.059,0.002,-40.002,50.059,350.123,347.017,-4.73,-3.81,-4.445,0,0
10,1185.82,1187.95,1175.7,1181.62,1177.788,1182.321,1193.419,1192.213,1194.643,1207.605,1223.048,38.925,31.389,53.998,-5.157,-3.829,-2.655,0.353,-0.142,-1.011,-38.451,91.455,88.991,97.157,98.703,15.025,25.449,42.887,26.461,46.09,44.484,46.352,59.229,72.763,-13.092,-6.561,1193.238,1222.18,1164.297,97.276,99.449,58.333,-0.338,-0.4,-0.455,-4.55,-11.67,1194.862,1197.34,-0.507,-2.186,31.389,29.548,77.264,-0.021,-0.161,-76089.586,-76243.227,1182.321,1187.561,1177.081,-0.679,99.463,29.355,1248.887,1117.505,1200.823,1223.217,1245.61,1159.363,1140.297,1121.23,0.347,0.084,-0.016,-6.02,-11.839,12.25,12.717,0.001,0,46.222,44.57,-0.007,-70.105,-481.445,1184.584,1170.992,1799.972,1798.558,1801.043,1.03,0.989
11,1871.89,1880.24,1793.19,1815.85,1859.268,1833.971,1817.072,1769.523,1660.276,1578.933,1477.88,63.53,67.277,56.036,46.6,50.608,-8.014,-2.018,-0.591,0.746,-6.417,141.561,160.634,192.119,234.081,25.107,24.884,16.496,25.042,44.474,52.755,57.469,47.944,33.316,146.332,160.902,1790.984,1928.455,1653.514,118.387,118.204,50,0.031,0.169,0.201,-18.59,53.218,1759.96,1729.284,-4.283,1.986,67.277,65,0,0.375,0.415,-24045.826,-23323.02,1833.971,1839.694,1828.247,0.093,110.655,-1358.336,1947.531,1707.829,1957.08,2047.62,2138.16,1739.22,1611.9,1484.58,0.485,0.578,0.633,-81.25,70.416,87.05,62.076,0.005,0.001,56.107,59.22,0.025,-1812.097,2308.072,1886.887,1831.649,1930.81,1961.9,1926.932,1.683,1.692
11,728.2,738.2,720.7,737.3,737.22,733.97,723.83,706.96,687.182,675.178,660.246,56.74,66.547,37.128,14.079,14.924,-1.69,0.081,0.61,2.837,23.339,216.736,295.647,243.285,144.907,21.65,15.535,49.666,69.057,59.403,64.304,64.793,24.85,12,43.916,42.205,713.242,759.985,666.5,168.643,167.643,50,0.141,0.386,0.612,9.6,7.733,705.836,695.617,1.921,3.294,66.547,78.1,26.114,-0.326,0.477,-15981.419,-15909.419,733.97,739.901,728.039,1.221,106.522,135.077,776.533,691.025,743.783,759.367,774.95,716.483,704.767,693.05,0.587,0.692,0.65,13.9,27.619,17.5,12.207,0.004,0,57.676,56.833,0.009,333.002,384.373,743.926,730.514,559.291,554.041,549.511,1.016,1.052
