7,265.4,264.15,263.6,265.1,264.14,263.975,261.823,261.025,261.681,264.825,0.955,0.577,0.756,65.654,68.711,59.539,126.892,115.046,0.493,0.623,1.559,115.179,111.528,95.969,90.904,29.723,10.964,40.365,39.449,50,67.179,59.854,54.267,20.231,14.113,1.772,0.674,260.898,266.732,255.064,0.366,0.397,0.421,0.741,1.661,50,35.988,0.356,0.156,0.042,112.5,96.582,1.8,2.704,2.917,259.485,92.918,1.05,0.683,261.128,260.642,65.654,68.711,100,0.552,0.069,-10706.417,-10730.54,263.975,269.004,258.946,100.274,20.286,278.208,249.394,271.2,273.35,275.5,262.55,256.05,249.55,1.95,2.266,0,0,53.368,54.245,265.263,263.017,-118.121,-118.951,-118.546
6,263.1,262.4,261.7,262.9,265.16,262.68,261.485,262.775,265.817,267.468,-0.002,-0.659,1.315,63.298,68.547,52.799,93.742,94.438,-0.942,0.315,0.212,89.62,89.298,77.972,73.225,23.81,29.101,7.194,34.898,66.667,48.78,49.925,48.262,40.968,40.968,-2.068,-5.021,262.49,269.721,255.26,0.076,0.082,0.026,2.776,2.19,57.143,15.23,-0.244,-0.188,-0.26,22,211.133,1.4,3.375,3.615,256.529,24.546,1.6,6.65,262.365,262.915,63.298,68.547,6.735,0.283,-0.127,-10537.52,-10466.092,262.68,266.586,258.774,98.593,-13.409,277.273,247.803,271.383,278.067,284.75,255.883,247.067,238.25,7.1,-0.246,0,0,59.302,57.147,267.11,263.21,-113.971,-113.111,-116.031
6,1238.88,1234.4,1232.5,1237.23,1234.726,1233.708,1220.395,1214.249,1184.981,1230.51,12.272,12.32,-0.097,72.903,73.006,72.697,101.386,104.873,0.316,0.388,1.547,129.812,151.5,182.952,186.91,24.89,11.27,42.377,36.062,66.667,63.313,63.894,59.852,15.861,11.504,45.969,42.59,1217.634,1249.346,1185.922,0.427,0.469,0.437,1.797,2.616,64.286,52.569,0.318,0.488,0.578,352.197,523.357,6.38,13.499,15.856,1223.305,72.515,3.91,1.765,1208.685,1200.426,72.903,73.006,41.894,0.44,0.295,-84053.383,-84131.828,1233.708,1237.229,1230.187,103.738,-9.063,1300.662,1165.01,1266.106,1274.513,1282.92,1227.797,1197.893,1167.99,21.84,24.874,0,-0.003,64.247,62.552,1241.175,1228.277,1723.04,1719.47,1711.17
6,632.4,624.4,623.6,628.4,629.76,637.98,634.06,636.57,622.084,617.176,1.379,3.884,-5.008,26.284,38.348,2.157,86.032,98.233,-0.745,-1.77,-1.172,91.844,112.616,132.236,126.137,13.507,16.905,13.153,15.057,50,38.592,46.115,49.614,77.618,63.978,19.643,20.844,637.315,663.005,611.626,-0.11,0.007,0.161,-0.915,1.182,42.857,9.577,-0.376,-0.042,0.13,-957.996,-818.68,8.8,12.507,12.845,610.553,-97.695,-15.1,-13.217,633.38,630.268,26.284,38.348,44.842,-0.807,0.112,-14051.047,-13825.628,637.98,641.922,634.038,102.974,45.195,677.822,601.326,635.667,662.983,690.3,600.817,593.283,585.75,-5.8,6.769,-0.007,-0.001,44.469,46.494,636.301,623.219,438.978,439.048,448.238
7,1190.4,1182.4,1180,1186.23,1177.048,1164.312,1149.359,1155.617,1200.938,1259.946,-0.148,-8.265,16.235,87.081,80.649,99.945,138.799,138.529,1.046,2.287,3.013,129.089,88.223,64.281,53.733,46.896,1.22,71.602,52.597,75,78.747,65.49,51.002,6.609,6.163,-22.459,-49.341,1153.034,1189.257,1116.812,0.729,0.593,0.437,4.797,3.646,71.429,13.467,0.31,0.082,-0.219,2191.797,1989.953,10.4,11.944,18.111,1146.728,136.232,35.33,28.482,1156.59,1161.127,87.081,80.649,100,0.797,-0.055,-84893.594,-85163.344,1164.312,1175.286,1153.339,96.469,86.715,1227.794,1098.424,1239.687,1244.543,1249.4,1180.687,1126.543,1072.4,54.3,1.312,-0.005,-0.003,60.416,55.484,1183.951,1170.145,1649,1642.307,1633.871
6,1200.75,1173.209,1164.209,1191.99,1156.896,1139.407,1116.299,1104.236,1087.114,1109.804,21.438,14.161,14.554,93.058,91.04,97.092,157.335,172.437,3.464,5.193,7.045,246.363,155.713,145.462,124.993,53.244,2.784,66.559,44.702,83.333,92.624,83.343,71.881,7.643,6.152,49.004,31.44,1110.682,1167.943,1053.421,0.81,0.704,0.591,8.299,5.61,78.571,66.872,0.632,0.553,0.453,5258.337,3334.86,36.541,16.423,28.631,1114.715,210.62,74.15,37.875,1098.765,1090.153,93.058,91.04,100,0.9,0.276,-79516.016,-80192.828,1139.407,1143.658,1135.156,103.666,414.805,1199.826,1069.016,1277.279,1292.38,1307.48,1170.549,1078.92,987.29,91.34,35.451,-0.001,-0.001,80.117,73.481,1166.533,1147.258,1796.002,1759.75,1735.636
6,1740.05,1737.419,1716.44,1720.43,1700.01,1682.454,1653.259,1631.222,1669.365,1706.29,20.943,10.081,21.726,85.359,85.158,85.759,119.056,120.8,1.449,2.679,5.076,155.527,140.439,98.83,66.803,36.901,6.023,72.93,65.755,58.333,69.647,66.834,58.442,17.172,9.044,30.306,-1.11,1634.431,1734.515,1534.348,0.618,0.582,0.554,4.079,4.165,57.143,60.42,0.651,0.439,0.306,3797.62,3632.593,23.61,25.688,50.042,1678.059,173.667,53.83,40.623,1633.009,1624.401,85.359,85.158,64.276,0.898,0.192,-34665.18,-35305.883,1682.454,1688.382,1676.525,100.269,-48.186,1774.681,1580.287,1825.771,1840.24,1854.709,1711.171,1611.04,1510.909,67.43,39.788,-0.003,-0.003,68.757,69.008,1715.39,1684.63,2165.181,2140.363,2114.987
8,437.25,434.6,434.2,437.1,436.32,433.92,428.315,427.523,427.283,428.708,2.648,1.508,2.28,81.816,83.698,78.052,123.903,120.449,0.176,1.118,2.195,143.363,90.794,75.942,94.452,32.223,10.872,59.148,34.581,83.333,71.829,65.768,58.989,11.429,9.434,4.772,1.11,427.408,439.192,415.623,0.541,0.6,0.604,2.702,3.148,78.571,48.561,0.413,0.092,-0.309,318.002,412.321,3.05,3.646,5.892,431.321,79.687,5.2,8.133,427.401,426.584,81.816,83.698,50.988,0.823,0.141,-13259.807,-13250.978,433.92,438.49,429.35,100.39,32.632,456.766,409.654,450.767,453.683,456.6,433.267,418.683,404.1,11.5,5.135,-0.001,-0.001,64.943,65.337,438.237,434.403,148.929,146.709,143.429
6,889.1,883.2,877.45,881.9,878.06,871.045,891.79,899.48,928.158,892.668,-13.174,-14.665,2.982,66.41,49.431,100.368,91.444,95.333,0.533,0.903,-1.77,85.769,70.047,70.717,79.853,12.228,30.766,52.569,53.579,50,52.553,45.19,45.109,52.448,65.706,-52.115,-48.465,899.308,954.069,844.546,-0.314,-0.448,-0.537,-0.44,-3.83,42.857,-39.286,-0.169,-0.188,-0.268,1085.504,201.938,11.65,19.014,27.381,889.056,30.519,26.45,6.433,903.967,914.383,66.41,49.431,90.066,-0.408,-0.179,-16542.479,-16671.096,871.045,877.181,864.909,95.238,-10.99,925.165,819.404,920.633,934.317,948,869.133,831.317,793.5,-3.9,-31.055,-0.006,0,54.96,45.972,888.174,867.946,673.578,666.638,663.303
7,1217.07,1196.59,1195.559,1215.57,1192.466,1178.461,1147.416,1116.626,1070.418,1007.852,35.201,31.929,6.544,90.778,89.19,93.954,149.417,138.016,1.937,3.664,7.139,257.206,212.67,183.683,162.125,39.503,15.839,54.786,72.961,83.333,84.638,81.652,76.998,1.297,0.789,95.451,83.596,1127.105,1229.871,1024.339,0.583,0.587,0.663,6.557,6.937,78.571,80.681,0.843,0.768,0.666,3710.901,2822.062,21.511,21.891,51.383,1131.029,143.296,46.17,39.725,1111.635,1091.692,90.778,89.19,67.833,0.644,0.507,-22166.865,-22491.377,1178.461,1185.521,1171.401,108.461,329.056,1241.465,1101.416,1290.599,1298.27,1305.94,1201.729,1120.53,1039.33,74.8,63.825,0.005,0.002,82.043,79.037,1205.615,1179.317,981.254,947.306,907.66
6,1245.05,1241.629,1235.47,1238.259,1233.914,1222.245,1219.217,1226.802,1259.645,1276.99,-3.725,-9.442,11.433,83.306,76.354,97.209,102.649,96.059,0.486,1.427,1.419,89.837,64.116,55.275,52.066,23.936,17.422,7.077,19.176,66.667,66.93,56.367,48.168,16.812,26.377,-29.781,-43.157,1222.073,1245.908,1198.237,0.358,0.164,-0.007,2.507,1.253,57.143,12.904,0.202,-0.177,-0.416,1601.453,1436.313,9.58,15.395,11.918,1196.53,128.112,16.519,22.863,1228.018,1234.234,83.306,76.354,81.13,0.627,-0.287,-70250.844,-70446.602,1222.245,1230.336,1214.153,96.829,17.247,1290.402,1151.995,1296.446,1306.332,1316.218,1229.707,1172.854,1116.001,30.289,-8.436,-0.004,0,58.582,56.472,1241.48,1226.347,1920.445,1916.519,1904.578
6,389.8,389,388.05,389.1,388.68,386.805,387.17,387.527,386.397,384.69,0.377,0.034,0.686,72.254,62.045,92.672,107.54,114.603,0.24,0.696,0.357,114.086,116.552,108.177,123.718,20.579,21.222,24.101,44.481,75,73.946,61.136,55.313,18.75,28.962,0.766,-0.075,387.654,392.243,383.065,0.082,-0.092,-0.269,1.289,0.1,64.286,-1.653,0.145,0.13,0.116,229.501,194.334,1.75,2.221,2.294,383.07,100.954,3.6,3.508,386.884,387.046,72.254,62.045,100,0.68,0.017,-1811.942,-1834.828,386.805,394.488,379.122,100.164,4.471,407.216,366.23,395.367,396.983,398.6,387.367,380.983,374.6,4.95,-0.352,0,0,53.155,51.487,389.994,387.366,65.087,64.487,63.802
6,392,391.75,389.15,389.15,388.09,388.415,385.677,383.143,383.628,381.052,2.022,1.736,0.572,59.283,62.867,52.114,139.361,133.656,0.165,0.354,1.259,153.888,117.484,109.508,90.906,19.688,11.622,36.025,32.736,41.667,55.633,56.585,54.979,36.161,20.149,5.697,4.021,383.962,393.973,373.95,0.407,0.395,0.474,1.13,1.014,35.714,40.095,0.462,0.327,0.108,73.499,122.301,2.85,4.118,5.006,385.775,94.657,-1.85,1.458,383.498,382.13,59.283,62.867,46.23,0.764,0.277,-684.332,-738.107,388.415,393.923,382.908,100.958,9.551,410.198,367.042,398.2,401.3,404.4,387,378.9,370.8,4.35,4.17,-0.002,0,47.696,50.568,390.373,385.807,63.916,65.106,66.951
7,387.7,386.65,384.35,386.85,386.9,387.22,387.305,386.7,385.271,384.445,0.29,0.482,-0.384,54.695,54.573,54.941,93.697,109.392,-0.017,-0.043,-0.127,122.166,107.693,111.143,118.474,13.253,26.104,18.367,16.625,33.333,46.525,50.116,52.162,47.368,39.474,1.631,2.054,387.1,389.747,384.453,-0.259,-0.169,-0.065,0.168,-0.326,28.571,6.567,0.113,0.229,0.138,-37,-25.398,3.35,1.779,1.323,384.325,-75.481,-0.75,-0.2,386.758,386.469,54.695,54.573,31.33,-0.038,0.108,-2103.163,-2095.69,387.22,396.293,378.147,100.475,4.5,407.326,366.805,388.25,390.75,393.25,383.8,381.85,379.9,0.65,0.342,0.001,0,55.619,53.802,387.77,386.03,69.275,67.895,67.73
8,895.6,890.3,876.4,889.1,881.4,887.16,869.71,847.667,826.187,770.967,18.018,19.383,-2.73,52.759,54.278,49.719,160.053,153.058,0.954,0.404,3.347,190.498,213.292,204.541,129.928,19.738,14.032,38.345,62.38,66.667,59.014,61.749,62.078,38.605,19.302,58.398,55.127,855.592,922.701,788.484,0.329,0.353,0.46,3.685,3.532,57.143,41.146,0.681,0.679,0.638,193.994,172.316,19.2,21.279,33.554,907.048,42.153,-5.4,-9.65,847.93,834.319,52.759,54.278,77.749,0.338,0.438,-13367.491,-13527.482,887.16,893.081,881.239,106.777,113.57,941.918,830.561,924.567,951.533,978.5,860.067,822.533,785,31.6,38.448,0.001,0.003,51.889,51.397,893.198,869.602,709.328,683.828,691.683
