5,0.052435805
6,0.050785937
6,0.050605952
6,0.050635949
6,0.051235901
6,0.051085913
6,0.051295896
6,0.050545956
6,0.05075594
7,0.050515959
6,0.051595872
6,0.052315815
6,0.051295896
6,0.051445884
6,0.051445884
6,0.050935925
6,0.051115911
7,0.052015839
6,0.054235661
6,0.05399568
6,0.053815695
6,0.054349052
7,0.053815695
6,0.054895608
6,0.054115671
6,0.054775618
6,0.054835613
6,0.054295656
6,0.054295656
6,0.054175666
6,0.054145668
7,0.054595632
5,0.056845452
6,0.055795536
6,0.056095512
7,0.055915527
6,0.057415407
7,0.057055436
6,0.058195344
7,0.057535397
7,0.058735301
6,0.060175186
7,0.061165107
6,0.063354932
6,0.064014879
6,0.063204944
6,0.063954884
6,0.064554836
6,0.063894888
6,0.063174946
6,0.063534917
6,0.062514999
6,0.06299496
5,0.062694984
6,0.05987521
5,0.060025198
6,0.057775378
6,0.058735301
6,0.058675306
6,0.058015359
4,0.057145428
5,0.052285817
6,0.049826014
6,0.050773938
6,0.050215983
6,0.051115911
6,0.051115911
7,0.05075594
6,0.053575714
6,0.052975762
5,0.052975762
7,0.051715863
7,0.053035757
6,0.054295656
5,0.053845692
6,0.052645788
6,0.053155748
6,0.053455724
6,0.054007679
6,0.053605712
8,0.05324574
5,0.057115431
7,0.055975522
7,0.057805376
6,0.05987521
5,0.059275258
6,0.058045356
6,0.05837533
6,0.058105352
6,0.057475402
6,0.05837533
6,0.057715383
6,0.057835373
6,0.057775378
6,0.057205424
7,0.057355412
6,0.058795296
6,0.058555316
6,0.058795296
6,0.058795296
6,0.058615311
5,0.058315335
6,0.055615551
5,0.05525558
6,0.053365731
6,0.054175666
6,0.053725702
6,0.054295656
6,0.054535637
6,0.054235661
6,0.054265659
5,0.053905688
6,0.052435805
6,0.051655868
6,0.051895848
6,0.051955844
6,0.052615791
6,0.052315815
6,0.051355892
5,0.051655868
6,0.050515959
5,0.049844012
6,0.048056156
6,0.047516199
7,0.048236141
6,0.050395968
5,0.050275978
6,0.049106072
6,0.04925606
6,0.049406048
6,0.049436045
6,0.049736021
6,0.049556036
6,0.048956084
6,0.048896088
6,0.049076074
6,0.048716103
6,0.04925606
6,0.049796016
6,0.049886009
6,0.049526038
6,0.049736021
6,0.049856012
6,0.049076074
6,0.048836093
6,0.049076074
6,0.04925606
7,0.04937605
6,0.05075594
6,0.051475882
5,0.051295896
5,0.050095992
6,0.048536117
6,0.047936165
6,0.048176146
6,0.048296136
6,0.048674106
6,0.047936165
6,0.047936165
6,0.047936165
5,0.047636189
6,0.045716343
6,0.046076314
6,0.046316295
6,0.046166307
6,0.045296376
6,0.046196304
6,0.045386369
6,0.045116391
6,0.044816415
6,0.045056395
6,0.045596352
6,0.046196304
6,0.046076314
6,0.045896328
6,0.0462443
6,0.046976242
6,0.046526278
6,0.046736261
5,0.046976242
6,0.045896328
6,0.046256299
6,0.045896328
6,0.045206383
6,0.044906407
6,0.045176386
7,0.045116391
6,0.047276218
6,0.04787617
5,0.046946244
7,0.045236381
6,0.047696184
6,0.047216223
